Report Number,Category,Offense Parent Group,Offense,MCPP,Longitude,Latitude
2015-055133,SOCIETY,WEAPON LAW VIOLATIONS,Weapon Law Violations,CHINATOWN/INTERNATIONAL DISTRICT,-122.3276806,47.59665538
2015-056606,SOCIETY,WEAPON LAW VIOLATIONS,Weapon Law Violations,MADRONA/LESCHI,-122.3025002,47.59189313
2015-057735,SOCIETY,WEAPON LAW VIOLATIONS,Weapon Law Violations,NEW HOLLY,-122.2834616,47.53888305
2015-057891,SOCIETY,WEAPON LAW VIOLATIONS,Weapon Law Violations,BRIGHTON/DUNLAP,-122.2713182,47.53262595
2015-058033,SOCIETY,WEAPON LAW VIOLATIONS,Weapon Law Violations,GREENWOOD,-122.366019,47.69516131
2015-058195,SOCIETY,WEAPON LAW VIOLATIONS,Weapon Law Violations,GREENWOOD,-122.366019,47.69516131
2015-058929,SOCIETY,WEAPON LAW VIOLATIONS,Weapon Law Violations,JUDKINS PARK/NORTH BEACON HILL,-122.307008,47.59999802
2015-058950,SOCIETY,WEAPON LAW VIOLATIONS,Weapon Law Violations,SLU/CASCADE,-122.3391622,47.6119615
2015-059694,SOCIETY,WEAPON LAW VIOLATIONS,Weapon Law Violations,DOWNTOWN COMMERCIAL,-122.3313425,47.60773005
2015-059830,SOCIETY,WEAPON LAW VIOLATIONS,Weapon Law Violations,GEORGETOWN,-122.2959805,47.52908688
2015-060066,SOCIETY,WEAPON LAW VIOLATIONS,Weapon Law Violations,DOWNTOWN COMMERCIAL,-122.3393581,47.60978174
2015-060852,SOCIETY,WEAPON LAW VIOLATIONS,Weapon Law Violations,GEORGETOWN,-122.2938276,47.53177516
2015-062759,SOCIETY,WEAPON LAW VIOLATIONS,Weapon Law Violations,MILLER PARK,-122.3047038,47.62229661
2015-063189,SOCIETY,WEAPON LAW VIOLATIONS,Weapon Law Violations,HILLMAN CITY,-122.2776641,47.55117603
2015-067980,SOCIETY,WEAPON LAW VIOLATIONS,Weapon Law Violations,BELLTOWN,-122.3411023,47.61134853
2015-068037,SOCIETY,WEAPON LAW VIOLATIONS,Weapon Law Violations,NORTHGATE,-122.343408,47.73266452
2015-068070,SOCIETY,WEAPON LAW VIOLATIONS,Weapon Law Violations,LAKEWOOD/SEWARD PARK,-122.258073,47.55061696
2015-068141,SOCIETY,WEAPON LAW VIOLATIONS,Weapon Law Violations,RAINIER VIEW,-122.2674516,47.50702207
2015-068690,SOCIETY,WEAPON LAW VIOLATIONS,Weapon Law Violations,CAPITOL HILL,-122.3268205,47.61408813
2015-068974,SOCIETY,WEAPON LAW VIOLATIONS,Weapon Law Violations,DOWNTOWN COMMERCIAL,-122.339257,47.61051065
2015-069622,SOCIETY,WEAPON LAW VIOLATIONS,Weapon Law Violations,NORTHGATE,-122.343408,47.73266452
2015-069749,SOCIETY,WEAPON LAW VIOLATIONS,Weapon Law Violations,MADRONA/LESCHI,-122.2978914,47.60062059
2015-069817,SOCIETY,WEAPON LAW VIOLATIONS,Weapon Law Violations,HIGHLAND PARK,-122.3506528,47.51733429
2015-069817,SOCIETY,WEAPON LAW VIOLATIONS,Weapon Law Violations,HIGHLAND PARK,-122.3506528,47.51733429
2015-072491,SOCIETY,WEAPON LAW VIOLATIONS,Weapon Law Violations,DOWNTOWN COMMERCIAL,-122.3384495,47.60878866
2015-073749,SOCIETY,WEAPON LAW VIOLATIONS,Weapon Law Violations,NORTHGATE,-122.3439839,47.73231008
2015-074653,SOCIETY,WEAPON LAW VIOLATIONS,Weapon Law Violations,BALLARD SOUTH,-122.3666818,47.66097045
2015-075867,SOCIETY,WEAPON LAW VIOLATIONS,Weapon Law Violations,NORTHGATE,-122.3449368,47.71957221
2015-075950,SOCIETY,WEAPON LAW VIOLATIONS,Weapon Law Violations,DOWNTOWN COMMERCIAL,-122.3349976,47.60669383
2015-076219,SOCIETY,WEAPON LAW VIOLATIONS,Weapon Law Violations,MADRONA/LESCHI,-122.290414,47.61102052
2015-076259,SOCIETY,WEAPON LAW VIOLATIONS,Weapon Law Violations,NEW HOLLY,-122.2937511,47.53891249
2015-077232,SOCIETY,WEAPON LAW VIOLATIONS,Weapon Law Violations,DOWNTOWN COMMERCIAL,-122.3393581,47.60978173
2015-077885,SOCIETY,WEAPON LAW VIOLATIONS,Weapon Law Violations,NORTH BEACON HILL,-122.3055384,47.58807477
2015-078287,SOCIETY,WEAPON LAW VIOLATIONS,Weapon Law Violations,SODO,-122.3290568,47.58719857
2015-079300,SOCIETY,WEAPON LAW VIOLATIONS,Weapon Law Violations,DOWNTOWN COMMERCIAL,-122.3348178,47.61236844
2015-079671,SOCIETY,WEAPON LAW VIOLATIONS,Weapon Law Violations,SOUTH BEACON HILL,-122.2897059,47.5340977
2015-079781,SOCIETY,WEAPON LAW VIOLATIONS,Weapon Law Violations,BELLTOWN,-122.346083,47.613707
2015-080655,SOCIETY,WEAPON LAW VIOLATIONS,Weapon Law Violations,BELLTOWN,-122.3411024,47.61134854
2015-080917,SOCIETY,WEAPON LAW VIOLATIONS,Weapon Law Violations,BRIGHTON/DUNLAP,-122.2722532,47.52910784
2015-081503,SOCIETY,WEAPON LAW VIOLATIONS,Weapon Law Violations,CAPITOL HILL,-122.3264953,47.61521615
2015-081744,SOCIETY,WEAPON LAW VIOLATIONS,Weapon Law Violations,BRIGHTON/DUNLAP,-122.278108,47.54245101
2015-082140,SOCIETY,WEAPON LAW VIOLATIONS,Weapon Law Violations,DOWNTOWN COMMERCIAL,-122.3373204,47.61132124
2015-082706,SOCIETY,WEAPON LAW VIOLATIONS,Weapon Law Violations,BITTERLAKE,-122.3448961,47.71717447
2015-083372,SOCIETY,WEAPON LAW VIOLATIONS,Weapon Law Violations,QUEEN ANNE,-122.3456858,47.63935423
2015-084630,SOCIETY,WEAPON LAW VIOLATIONS,Weapon Law Violations,DOWNTOWN COMMERCIAL,-122.3377929,47.60974973
2015-086542,SOCIETY,WEAPON LAW VIOLATIONS,Weapon Law Violations,HIGH POINT,-122.3629755,47.55281977
2015-087296,SOCIETY,WEAPON LAW VIOLATIONS,Weapon Law Violations,RAINIER VIEW,-122.2564452,47.51335491
2015-088359,SOCIETY,WEAPON LAW VIOLATIONS,Weapon Law Violations,CAPITOL HILL,-122.3207895,47.61465549
2015-088478,SOCIETY,WEAPON LAW VIOLATIONS,Weapon Law Violations,CHINATOWN/INTERNATIONAL DISTRICT,-122.3224469,47.60170348
2015-089066,SOCIETY,WEAPON LAW VIOLATIONS,Weapon Law Violations,CENTRAL AREA/SQUIRE PARK,-122.3076181,47.60860505
2015-089908,SOCIETY,WEAPON LAW VIOLATIONS,Weapon Law Violations,QUEEN ANNE,-122.3506881,47.64079369
2015-090065,SOCIETY,WEAPON LAW VIOLATIONS,Weapon Law Violations,PIONEER SQUARE,-122.3357891,47.59920754
2015-090709,SOCIETY,WEAPON LAW VIOLATIONS,Weapon Law Violations,RAINIER VIEW,-122.2491097,47.50968545
2015-090724,SOCIETY,WEAPON LAW VIOLATIONS,Weapon Law Violations,SLU/CASCADE,-122.3391622,47.6119615
2015-091902,SOCIETY,WEAPON LAW VIOLATIONS,Weapon Law Violations,DOWNTOWN COMMERCIAL,-122.3380477,47.61170568
2015-092452,SOCIETY,WEAPON LAW VIOLATIONS,Weapon Law Violations,FIRST HILL,-122.316781,47.6047784
2015-092461,SOCIETY,WEAPON LAW VIOLATIONS,Weapon Law Violations,PIONEER SQUARE,-122.3299772,47.59919832
2015-092857,SOCIETY,WEAPON LAW VIOLATIONS,Weapon Law Violations,PHINNEY RIDGE,-122.343687,47.67152891
2015-093004,SOCIETY,WEAPON LAW VIOLATIONS,Weapon Law Violations,DOWNTOWN COMMERCIAL,-122.3373204,47.61132124
2015-093963,SOCIETY,WEAPON LAW VIOLATIONS,Weapon Law Violations,CENTRAL AREA/SQUIRE PARK,-122.2949335,47.60165231
2015-094328,SOCIETY,WEAPON LAW VIOLATIONS,Weapon Law Violations,DOWNTOWN COMMERCIAL,-122.339257,47.61051065
2015-097394,SOCIETY,WEAPON LAW VIOLATIONS,Weapon Law Violations,NORTHGATE,-122.3448961,47.71717447
2015-099984,SOCIETY,WEAPON LAW VIOLATIONS,Weapon Law Violations,MOUNT BAKER,-122.2959449,47.58829974
2015-100398,SOCIETY,WEAPON LAW VIOLATIONS,Weapon Law Violations,DOWNTOWN COMMERCIAL,-122.3348178,47.61236844
2015-101255,SOCIETY,WEAPON LAW VIOLATIONS,Weapon Law Violations,DOWNTOWN COMMERCIAL,-122.3361287,47.61044597
2015-101845,SOCIETY,WEAPON LAW VIOLATIONS,Weapon Law Violations,CAPITOL HILL,-122.3220935,47.61298691
2015-102883,SOCIETY,WEAPON LAW VIOLATIONS,Weapon Law Violations,DOWNTOWN COMMERCIAL,-122.3382473,47.6102463
2015-103438,SOCIETY,WEAPON LAW VIOLATIONS,Weapon Law Violations,RAINIER BEACH,-122.269982,47.52473905
2015-104201,SOCIETY,WEAPON LAW VIOLATIONS,Weapon Law Violations,CAPITOL HILL,-122.318252,47.62109476
2015-105170,SOCIETY,WEAPON LAW VIOLATIONS,Weapon Law Violations,UNIVERSITY,-122.3131157,47.66218058
2015-108935,SOCIETY,WEAPON LAW VIOLATIONS,Weapon Law Violations,SOUTH PARK,-122.3216139,47.52561142
2015-109090,SOCIETY,WEAPON LAW VIOLATIONS,Weapon Law Violations,UNIVERSITY,-122.3131878,47.65905498
2015-110551,SOCIETY,WEAPON LAW VIOLATIONS,Weapon Law Violations,BELLTOWN,-122.344783,47.612939
2015-110665,SOCIETY,WEAPON LAW VIOLATIONS,Weapon Law Violations,BELLTOWN,-122.3445627,47.61222186
2015-111031,SOCIETY,WEAPON LAW VIOLATIONS,Weapon Law Violations,GREENWOOD,-122.3606485,47.6891115
2015-111650,SOCIETY,WEAPON LAW VIOLATIONS,Weapon Law Violations,BALLARD NORTH,-122.4018024,47.68924173
2015-111748,SOCIETY,WEAPON LAW VIOLATIONS,Weapon Law Violations,LAKECITY,-122.2957066,47.7148444
2015-112567,SOCIETY,WEAPON LAW VIOLATIONS,Weapon Law Violations,WALLINGFORD,-122.3234899,47.6567525
2015-112602,SOCIETY,WEAPON LAW VIOLATIONS,Weapon Law Violations,DOWNTOWN COMMERCIAL,-122.3382473,47.6102463
2015-112732,SOCIETY,WEAPON LAW VIOLATIONS,Weapon Law Violations,CHINATOWN/INTERNATIONAL DISTRICT,-122.3134365,47.59665466
2015-114940,SOCIETY,WEAPON LAW VIOLATIONS,Weapon Law Violations,CAPITOL HILL,-122.3181689,47.6158384
2015-115130,SOCIETY,WEAPON LAW VIOLATIONS,Weapon Law Violations,HIGH POINT,-122.3629755,47.55281977
2015-115376,SOCIETY,WEAPON LAW VIOLATIONS,Weapon Law Violations,CAPITOL HILL,-122.3181689,47.6158384
2015-117463,SOCIETY,WEAPON LAW VIOLATIONS,Weapon Law Violations,HIGH POINT,-122.3659121,47.55012589
2015-117467,SOCIETY,WEAPON LAW VIOLATIONS,Weapon Law Violations,NORTHGATE,-122.3440271,47.69418264
2015-118686,SOCIETY,WEAPON LAW VIOLATIONS,Weapon Law Violations,SODO,-122.334196,47.58927038
2015-119038,SOCIETY,WEAPON LAW VIOLATIONS,Weapon Law Violations,LAKECITY,-122.2984463,47.71929615
2015-120323,SOCIETY,WEAPON LAW VIOLATIONS,Weapon Law Violations,DOWNTOWN COMMERCIAL,-122.3332356,47.60644458
2015-120532,SOCIETY,WEAPON LAW VIOLATIONS,Weapon Law Violations,MONTLAKE/PORTAGE BAY,-122.2970745,47.63236791
2015-121411,SOCIETY,WEAPON LAW VIOLATIONS,Weapon Law Violations,DOWNTOWN COMMERCIAL,-122.3381467,47.61097516
2015-123241,SOCIETY,WEAPON LAW VIOLATIONS,Weapon Law Violations,CENTRAL AREA/SQUIRE PARK,-122.2967982,47.6042421
2015-123320,SOCIETY,WEAPON LAW VIOLATIONS,Weapon Law Violations,BRIGHTON/DUNLAP,-122.2699832,47.52617082
2015-124536,SOCIETY,WEAPON LAW VIOLATIONS,Weapon Law Violations,JUDKINS PARK/NORTH BEACON HILL,-122.3022335,47.5992813
2015-125158,SOCIETY,WEAPON LAW VIOLATIONS,Weapon Law Violations,DOWNTOWN COMMERCIAL,-122.3387015,47.61074295
2015-125419,SOCIETY,WEAPON LAW VIOLATIONS,Weapon Law Violations,DOWNTOWN COMMERCIAL,-122.3382473,47.6102463
2015-125615,SOCIETY,WEAPON LAW VIOLATIONS,Weapon Law Violations,UNIVERSITY,-122.3143828,47.65758841
2015-126863,SOCIETY,WEAPON LAW VIOLATIONS,Weapon Law Violations,DOWNTOWN COMMERCIAL,-122.33732,47.611321
2015-127265,SOCIETY,WEAPON LAW VIOLATIONS,Weapon Law Violations,RAINIER VIEW,-122.2593533,47.51678717
2015-127384,SOCIETY,WEAPON LAW VIOLATIONS,Weapon Law Violations,GEORGETOWN,-122.3261549,47.54516708
2015-127655,SOCIETY,WEAPON LAW VIOLATIONS,Weapon Law Violations,SLU/CASCADE,-122.3432842,47.61498466
2015-127996,SOCIETY,WEAPON LAW VIOLATIONS,Weapon Law Violations,CAPITOL HILL,-122.3181689,47.6158384
2015-128299,SOCIETY,WEAPON LAW VIOLATIONS,Weapon Law Violations,ROOSEVELT/RAVENNA,-122.3012019,47.67940887
2015-128313,SOCIETY,WEAPON LAW VIOLATIONS,Weapon Law Violations,NEW HOLLY,-122.2874439,47.5390971
2015-131279,SOCIETY,WEAPON LAW VIOLATIONS,Weapon Law Violations,DOWNTOWN COMMERCIAL,-122.3385426,47.61218154
2015-131659,SOCIETY,WEAPON LAW VIOLATIONS,Weapon Law Violations,BRIGHTON/DUNLAP,-122.2705066,47.53795987
2015-131659,SOCIETY,WEAPON LAW VIOLATIONS,Weapon Law Violations,BRIGHTON/DUNLAP,-122.2705066,47.53795987
2015-131686,SOCIETY,WEAPON LAW VIOLATIONS,Weapon Law Violations,FAUNTLEROY SW,-122.392708,47.53065739
2015-132439,SOCIETY,WEAPON LAW VIOLATIONS,Weapon Law Violations,SLU/CASCADE,-122.338303,47.61262607
2015-133293,SOCIETY,WEAPON LAW VIOLATIONS,Weapon Law Violations,MOUNT BAKER,-122.2910103,47.57075994
2015-133329,SOCIETY,WEAPON LAW VIOLATIONS,Weapon Law Violations,LAKECITY,-122.2937009,47.72916958
2015-133426,SOCIETY,WEAPON LAW VIOLATIONS,Weapon Law Violations,PIONEER SQUARE,-122.3309579,47.60001619
2015-134020,SOCIETY,WEAPON LAW VIOLATIONS,Weapon Law Violations,CENTRAL AREA/SQUIRE PARK,-122.3027644,47.60563158
2015-134029,SOCIETY,WEAPON LAW VIOLATIONS,Weapon Law Violations,UNIVERSITY,-122.3131878,47.65905498
2015-135631,SOCIETY,WEAPON LAW VIOLATIONS,Weapon Law Violations,MADRONA/LESCHI,-122.2962191,47.59975003
2015-135957,SOCIETY,WEAPON LAW VIOLATIONS,Weapon Law Violations,MOUNT BAKER,-122.3009371,47.58200264
2015-136555,SOCIETY,WEAPON LAW VIOLATIONS,Weapon Law Violations,RAINIER VIEW,-122.2491097,47.50968545
2015-136916,SOCIETY,WEAPON LAW VIOLATIONS,Weapon Law Violations,CAPITOL HILL,-122.3255523,47.61704062
2015-136959,SOCIETY,WEAPON LAW VIOLATIONS,Weapon Law Violations,BALLARD SOUTH,-122.3915605,47.67449816
2015-137600,SOCIETY,WEAPON LAW VIOLATIONS,Weapon Law Violations,CENTRAL AREA/SQUIRE PARK,-122.2967885,47.60617276
2015-138987,SOCIETY,WEAPON LAW VIOLATIONS,Weapon Law Violations,BRIGHTON/DUNLAP,-122.2756724,47.54578659
2015-139408,SOCIETY,WEAPON LAW VIOLATIONS,Weapon Law Violations,BRIGHTON/DUNLAP,-122.2747995,47.54157533
2015-139484,SOCIETY,WEAPON LAW VIOLATIONS,Weapon Law Violations,CAPITOL HILL,-122.3234085,47.61465057
2015-140201,SOCIETY,WEAPON LAW VIOLATIONS,Weapon Law Violations,DOWNTOWN COMMERCIAL,-122.3381467,47.61097516
2015-140222,SOCIETY,WEAPON LAW VIOLATIONS,Weapon Law Violations,ROXHILL/WESTWOOD/ARBOR HEIGHTS,-122.367312,47.52102758
2015-140374,SOCIETY,WEAPON LAW VIOLATIONS,Weapon Law Violations,DOWNTOWN COMMERCIAL,-122.3311241,47.60171758
2015-140394,SOCIETY,WEAPON LAW VIOLATIONS,Weapon Law Violations,UNIVERSITY,-122.3108434,47.66216819
2015-141353,SOCIETY,WEAPON LAW VIOLATIONS,Weapon Law Violations,DOWNTOWN COMMERCIAL,-122.3383483,47.60951744
2015-142487,SOCIETY,WEAPON LAW VIOLATIONS,Weapon Law Violations,CAPITOL HILL,-122.3261852,47.61633793
2015-142773,SOCIETY,WEAPON LAW VIOLATIONS,Weapon Law Violations,CAPITOL HILL,-122.3209062,47.62198807
2015-145045,SOCIETY,WEAPON LAW VIOLATIONS,Weapon Law Violations,CENTRAL AREA/SQUIRE PARK,-122.3089636,47.60217718
2015-145182,SOCIETY,WEAPON LAW VIOLATIONS,Weapon Law Violations,GREENWOOD,-122.3540848,47.70290617
2015-145827,SOCIETY,WEAPON LAW VIOLATIONS,Weapon Law Violations,GENESEE,-122.2795138,47.56585308
2015-146146,SOCIETY,WEAPON LAW VIOLATIONS,Weapon Law Violations,NORTHGATE,-122.3246152,47.7086028
2015-146322,SOCIETY,WEAPON LAW VIOLATIONS,Weapon Law Violations,BRIGHTON/DUNLAP,-122.270274,47.53695788
2015-146726,SOCIETY,WEAPON LAW VIOLATIONS,Weapon Law Violations,DOWNTOWN COMMERCIAL,-122.3393363,47.60773163
2015-147541,SOCIETY,WEAPON LAW VIOLATIONS,Weapon Law Violations,LAKECITY,-122.3120228,47.72755556
2015-150061,SOCIETY,WEAPON LAW VIOLATIONS,Weapon Law Violations,CHINATOWN/INTERNATIONAL DISTRICT,-122.3159228,47.59581993
2015-150105,SOCIETY,WEAPON LAW VIOLATIONS,Weapon Law Violations,FREMONT,-122.347002,47.66097928
2015-151578,SOCIETY,WEAPON LAW VIOLATIONS,Weapon Law Violations,NEW HOLLY,-122.2937511,47.53891249
2015-152381,SOCIETY,WEAPON LAW VIOLATIONS,Weapon Law Violations,PIONEER SQUARE,-122.3303424,47.59999132
2015-152381,SOCIETY,WEAPON LAW VIOLATIONS,Weapon Law Violations,PIONEER SQUARE,-122.3303424,47.59999132
2015-152619,SOCIETY,WEAPON LAW VIOLATIONS,Weapon Law Violations,BITTERLAKE,-122.3555652,47.73140585
2015-153065,SOCIETY,WEAPON LAW VIOLATIONS,Weapon Law Violations,SODO,-122.3290546,47.58293525
2015-153616,SOCIETY,WEAPON LAW VIOLATIONS,Weapon Law Violations,JUDKINS PARK/NORTH BEACON HILL,-122.31276,47.59749164
2015-154698,SOCIETY,WEAPON LAW VIOLATIONS,Weapon Law Violations,NORTH BEACON HILL,-122.3159768,47.5859559
2015-155355,SOCIETY,WEAPON LAW VIOLATIONS,Weapon Law Violations,NEW HOLLY,-122.2860961,47.5388778
2015-155729,SOCIETY,WEAPON LAW VIOLATIONS,Weapon Law Violations,ROXHILL/WESTWOOD/ARBOR HEIGHTS,-122.3665125,47.53188282
2015-156070,SOCIETY,WEAPON LAW VIOLATIONS,Weapon Law Violations,GENESEE,-122.2782537,47.56408887
2015-158405,SOCIETY,WEAPON LAW VIOLATIONS,Weapon Law Violations,LAKECITY,-122.296314,47.71928489
2015-158422,SOCIETY,WEAPON LAW VIOLATIONS,Weapon Law Violations,NEW HOLLY,-122.2847256,47.53795766
2015-159711,SOCIETY,WEAPON LAW VIOLATIONS,Weapon Law Violations,NEW HOLLY,-122.2847256,47.53795766
2015-160111,SOCIETY,WEAPON LAW VIOLATIONS,Weapon Law Violations,NEW HOLLY,-122.2937511,47.53891249
2015-162117,SOCIETY,WEAPON LAW VIOLATIONS,Weapon Law Violations,MORGAN,-122.3872247,47.54397488
2015-162167,SOCIETY,WEAPON LAW VIOLATIONS,Weapon Law Violations,DOWNTOWN COMMERCIAL,-122.328861,47.60334108
2015-162369,SOCIETY,WEAPON LAW VIOLATIONS,Weapon Law Violations,PIONEER SQUARE,-122.331777,47.60149293
2015-162875,SOCIETY,WEAPON LAW VIOLATIONS,Weapon Law Violations,LAKECITY,-122.2952484,47.72109192
2015-164795,SOCIETY,WEAPON LAW VIOLATIONS,Weapon Law Violations,PIONEER SQUARE,-122.3290462,47.59648602
2015-164911,SOCIETY,WEAPON LAW VIOLATIONS,Weapon Law Violations,DOWNTOWN COMMERCIAL,-122.3295143,47.60405522
2015-165494,SOCIETY,WEAPON LAW VIOLATIONS,Weapon Law Violations,NORTHGATE,-122.3448343,47.71354798
2015-165550,SOCIETY,WEAPON LAW VIOLATIONS,Weapon Law Violations,NORTHGATE,-122.3375827,47.72685451
2015-166963,SOCIETY,WEAPON LAW VIOLATIONS,Weapon Law Violations,DOWNTOWN COMMERCIAL,-122.3373204,47.61132124
2015-167062,SOCIETY,WEAPON LAW VIOLATIONS,Weapon Law Violations,CAPITOL HILL,-122.3207612,47.61211136
2015-167268,SOCIETY,WEAPON LAW VIOLATIONS,Weapon Law Violations,CAPITOL HILL,-122.3181689,47.6158384
2015-167319,SOCIETY,WEAPON LAW VIOLATIONS,Weapon Law Violations,DOWNTOWN COMMERCIAL,-122.339257,47.61051065
2015-168229,SOCIETY,WEAPON LAW VIOLATIONS,Weapon Law Violations,NORTHGATE,-122.345027,47.72776861
2015-168268,SOCIETY,WEAPON LAW VIOLATIONS,Weapon Law Violations,SLU/CASCADE,-122.3376524,47.61312944
2015-168428,SOCIETY,WEAPON LAW VIOLATIONS,Weapon Law Violations,NORTH DELRIDGE,-122.3629631,47.55372176
2015-171148,SOCIETY,WEAPON LAW VIOLATIONS,Weapon Law Violations,COLUMBIA CITY,-122.2834794,47.5558995
2015-171504,SOCIETY,WEAPON LAW VIOLATIONS,Weapon Law Violations,MID BEACON HILL,-122.3041397,47.55883618
2015-171971,SOCIETY,WEAPON LAW VIOLATIONS,Weapon Law Violations,DOWNTOWN COMMERCIAL,-122.3372382,47.60998189
2015-172357,SOCIETY,WEAPON LAW VIOLATIONS,Weapon Law Violations,CAPITOL HILL,-122.3139102,47.61995898
2015-172531,SOCIETY,WEAPON LAW VIOLATIONS,Weapon Law Violations,GREENWOOD,-122.3458878,47.69274141
2015-173245,SOCIETY,WEAPON LAW VIOLATIONS,Weapon Law Violations,RAINIER VIEW,-122.2414142,47.50055992
2015-173656,SOCIETY,WEAPON LAW VIOLATIONS,Weapon Law Violations,CAPITOL HILL,-122.3181689,47.6158384
2015-173667,SOCIETY,WEAPON LAW VIOLATIONS,Weapon Law Violations,CAPITOL HILL,-122.3181689,47.6158384
2015-174055,SOCIETY,WEAPON LAW VIOLATIONS,Weapon Law Violations,PIONEER SQUARE,-122.331777,47.60149293
2015-175512,SOCIETY,WEAPON LAW VIOLATIONS,Weapon Law Violations,CLAREMONT/RAINIER VISTA,-122.2929052,47.57147529
2015-175593,SOCIETY,WEAPON LAW VIOLATIONS,Weapon Law Violations,FREMONT,-122.3635854,47.65605608
2015-175958,SOCIETY,WEAPON LAW VIOLATIONS,Weapon Law Violations,SODO,-122.3290483,47.58878256
2015-178666,SOCIETY,WEAPON LAW VIOLATIONS,Weapon Law Violations,GREENWOOD,-122.3553003,47.68802767
2015-178765,SOCIETY,WEAPON LAW VIOLATIONS,Weapon Law Violations,BRIGHTON/DUNLAP,-122.2753564,47.53979045
2015-179694,SOCIETY,WEAPON LAW VIOLATIONS,Weapon Law Violations,RAINIER VIEW,-122.2491097,47.50968545
2015-180166,SOCIETY,WEAPON LAW VIOLATIONS,Weapon Law Violations,SLU/CASCADE,-122.3441436,47.61432035
2015-180880,SOCIETY,WEAPON LAW VIOLATIONS,Weapon Law Violations,DOWNTOWN COMMERCIAL,-122.3335055,47.61428879
2015-181304,SOCIETY,WEAPON LAW VIOLATIONS,Weapon Law Violations,CAPITOL HILL,-122.3209333,47.62369897
2015-182066,SOCIETY,WEAPON LAW VIOLATIONS,Weapon Law Violations,ALKI,-122.412623,47.5785482
2015-183256,SOCIETY,WEAPON LAW VIOLATIONS,Weapon Law Violations,UNIVERSITY,-122.313088,47.66399625
2015-183509,SOCIETY,WEAPON LAW VIOLATIONS,Weapon Law Violations,DOWNTOWN COMMERCIAL,-122.3389037,47.60928514
2015-183527,SOCIETY,WEAPON LAW VIOLATIONS,Weapon Law Violations,GENESEE,-122.2859666,47.56074452
2015-183742,SOCIETY,WEAPON LAW VIOLATIONS,Weapon Law Violations,CLAREMONT/RAINIER VISTA,-122.2966137,47.56382279
2015-184254,SOCIETY,WEAPON LAW VIOLATIONS,Weapon Law Violations,NORTH BEACON HILL,-122.3126675,47.56628095
2015-184686,SOCIETY,WEAPON LAW VIOLATIONS,Weapon Law Violations,BRIGHTON/DUNLAP,-122.2753313,47.53557106
2015-188096,SOCIETY,WEAPON LAW VIOLATIONS,Weapon Law Violations,NORTH BEACON HILL,-122.3046557,47.55960794
2015-188396,SOCIETY,WEAPON LAW VIOLATIONS,Weapon Law Violations,QUEEN ANNE,-122.3664017,47.62599407
2015-188886,SOCIETY,WEAPON LAW VIOLATIONS,Weapon Law Violations,WALLINGFORD,-122.3364341,47.66173535
2015-189602,SOCIETY,WEAPON LAW VIOLATIONS,Weapon Law Violations,EASTLAKE - WEST,-122.3251984,47.64650426
2015-190419,SOCIETY,WEAPON LAW VIOLATIONS,Weapon Law Violations,NEW HOLLY,-122.2819925,47.53153751
2015-191809,SOCIETY,WEAPON LAW VIOLATIONS,Weapon Law Violations,BITTERLAKE,-122.3670675,47.72329458
2015-191835,SOCIETY,WEAPON LAW VIOLATIONS,Weapon Law Violations,MADRONA/LESCHI,-122.2893247,47.61225749
2015-195472,SOCIETY,WEAPON LAW VIOLATIONS,Weapon Law Violations,DOWNTOWN COMMERCIAL,-122.3302648,47.60171616
2015-196204,SOCIETY,WEAPON LAW VIOLATIONS,Weapon Law Violations,DOWNTOWN COMMERCIAL,-122.3444419,47.60890146
2015-197512,SOCIETY,WEAPON LAW VIOLATIONS,Weapon Law Violations,CENTRAL AREA/SQUIRE PARK,-122.3026942,47.61354827
2015-197895,SOCIETY,WEAPON LAW VIOLATIONS,Weapon Law Violations,CAPITOL HILL,-122.3156304,47.6205298
2015-197935,SOCIETY,WEAPON LAW VIOLATIONS,Weapon Law Violations,CHINATOWN/INTERNATIONAL DISTRICT,-122.3289675,47.59919689
2015-198994,SOCIETY,WEAPON LAW VIOLATIONS,Weapon Law Violations,BITTERLAKE,-122.3529085,47.72322696
2015-199405,SOCIETY,WEAPON LAW VIOLATIONS,Weapon Law Violations,NORTHGATE,-122.3246152,47.7086028
2015-200095,SOCIETY,WEAPON LAW VIOLATIONS,Weapon Law Violations,CENTRAL AREA/SQUIRE PARK,-122.3010873,47.60391556
2015-200666,SOCIETY,WEAPON LAW VIOLATIONS,Weapon Law Violations,UNIVERSITY,-122.3165789,47.66129196
2015-203120,SOCIETY,WEAPON LAW VIOLATIONS,Weapon Law Violations,QUEEN ANNE,-122.3467084,47.63434575
2015-204122,SOCIETY,WEAPON LAW VIOLATIONS,Weapon Law Violations,CENTRAL AREA/SQUIRE PARK,-122.3027273,47.61226542
2015-204122,SOCIETY,WEAPON LAW VIOLATIONS,Weapon Law Violations,CENTRAL AREA/SQUIRE PARK,-122.3027273,47.61226542
2015-204539,SOCIETY,WEAPON LAW VIOLATIONS,Weapon Law Violations,RAINIER BEACH,-122.2639339,47.5199755
2015-205178,SOCIETY,WEAPON LAW VIOLATIONS,Weapon Law Violations,UNIVERSITY,-122.3152507,47.66401157
2015-205231,SOCIETY,WEAPON LAW VIOLATIONS,Weapon Law Violations,MAGNOLIA,-122.3782629,47.65135599
